TweetText,id
Hey @Twitter is there anyway to stop the @goldenglobes awards ads? I think the suspense is over!!,0
Ok who won an award last night??? #GoldenGlobes I think maybe @realDonaldTrump,0
RT @sagaftraFOUND: Congrats @violadavis for winning #GoldenGlobes Award for @FencesMovie! See you at the #SAGawards! https://t.co/WlEMEsxBik,0
RT @AmazonStudios: Casey Affleck heading to the #AmazonStudios party after winning his award for Best Actor - Motion Picture - Drama at the,0
"RT @nia4_trump: I wonder if Sara Ganim @sganim will get a #GoldenGlobes award for her ""live performance"" on @CNNSitRoom WATCH https://t.c",0
"RT @firecrackerroot: Viola Davis introducing Meryl's award is what some may call ""pure poetry"". #GoldenGlobes https://t.co/6W2wNQxDun",0
@kianajones200 @goldenglobes Hollywood is nothing but hypocrisy. Denzel didn't get award until they were called on the carpet...,0
@pitcombe ....and the #GoldenGlobes award for Best Customer goes to.... ;) We love you too Andrew!cc @CastletonHouse @BeanShotCoffee,0
And the award for Best Smackdown Of a Narcissistic Bully By A Leading Actress goes to... Meryl Streep!#GoldenGlobeshttps://t.co/84AVKNl1K1,0
@goldenglobes @MaryJStreep we will boycott award shows if we can't sit and watch a AWARD show! You r not politicians https://t.co/nE0NW6WjNE,0
"RT @THR: #GoldenGlobes: 'La La La' scores 7 awards, sets the record for most wins by a single film https://t.co/bv7IWlQSAl https://t.co/CVq",0
@goldenglobes Love the award. Casey Affleck sexually harasses and bullies women and he still gets that award. Hope you're  because I'm not.,0
"RT @My_Cinelife: #LaLaLand set the record at last night's #GoldenGlobes with 7 total awards, including Best Picture Comedy or Musical. http",0
RT @grammy620: #Oscars will just be another Hollywood hate fest. #BoycottOscars #GoldenGlobes #Maga #Trump #Inauguration #Movies #awards #t,0
@DRUDGE @goldenglobes The sad thing is I would watch. But I know I'll hear political crap I don't want to hear. So I avoid. Academy awards 2,0
"RT @NaomiHitefield: With all the awards @LaLaLand is winning at the @goldenglobes, I feel like I need to go watch what must be an amazing m",0
RT @EW: #AtlantaFX star Donald Glover wins the #GoldenGlobes award for Best Actor in a TV Comedy or Musical! https://t.co/80Ay47G3FB,0
"THANKFUL I didn't watch 1 second of the #GoldenGlobes, probably haven't seen any of the works awarded either #feelinggood #genius",0
"RT @_reneebu: Alright kiddies, the awards have been handed out, the stars have partied, now let's thoroughly get into this #GoldenGlobes re",0
RT @goldenglobes: This year's Best Television Series - Drama award goes to @TheCrownNetflix! #GoldenGlobes https://t.co/AtxWNl0QJe,0
@WeNeedTrump You couldn't pay me to watch the Golden Globes awards! #GoldenGlobes,0
RT @ScorpioMystique: Congrats to #Scorpio #EmmaStone for winning the award for Best Actress in a Motion Picture at the #GoldenGlobes!  h,0
RT @RahulDevRising: Awesum Meryl Streep at #GoldenGlobes receives lifetime achievement award. Chose to speak abt the current political clim,0
The list of tv shows and movies I need to watch is increasing by the award! #GoldenGlobes,0
@ElizabethBanks @goldenglobes I'd rather watch paint dry. Haven't watched an award show in years for this very reason. Boring bloviating!,0
RT @GoogleTrends: Take a look at the search interest in #GoldenGlobes nominees for Best Motion Picture (Musical/Comedy) during the awards h,0
RT @IndieWire: #Atlanta wins its second award! Donald Glover takes Best TV Comedy Actor https://t.co/d9AnrU6e9R #GoldenGlobes https://t.co/,0
RT @GregEsq: @latimes Nobody expected an actress who campaigned for Hillary to waste her #GoldenGlobes lifetime award speech bashing Trump.,0
RT @IndieWire: #LaLaLand is up to 3 awards! Ryan Gosling takes Best Film Comedy/Musical Actor https://t.co/d9AnrU6e9R #GoldenGlobes https:/,0
RT @IndieWire: #LaLaLand win its first award of the night for Best Film Score https://t.co/d9AnrU6e9R #GoldenGlobes https://t.co/PyRmo41zJa,0
"I almost never watch awards shows.  But when @TraceeEllisRoss won at the #GoldenGlobes, I was IN!!  And I thoroughly enjoyed it!",0
#BillyBobThornton won an award for his role in #Goliath #GoldenGlobes . One of the best shows I watched in 2016.,0
RT @ChocMilkSheikh1: Meryl Streep speaking the truth! If there was an award for best speech she would win #GoldenGlobes https://t.co/5Q5ibP,0
"RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story about realD https://t.co/4NzGmo0xjk",0
"PrisonPlanetTV: RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony s https://t.co/FipA7963l2",0
RT @eddieronline: #EddieRedmayne at the #GoldenGlobes Red Carpet where he will be presenting the award for B https://t.co/GMkKbAQ2IV https,0
"RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story about realD https://t.co/2bPOAKGVb9",0
"Alex Jones: RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story https://t.co/fxLMPkFRcc",0
"infowars: RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story a https://t.co/89VW4OT1VN",0
@GoldenGlobes Best Original Song winners dedicate award to 'musical theater nerds' in Matt and Ben moment https://t.co/9lZ4M6DQ9M @AXS,0
"RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story about realD https://t.co/m2UpwuxWqL",0
RT @NigelBarker: .@MiloVentimiglia gave me an award winning turn as I shot him with the #Glambot at the #GoldenGlobes for @enews @e_enterta,0
"RT @SJFreeBeacon: RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story about realD https",0
RT @BazBam: Spy thriller:@twhiddleston wins  @goldenglobes Tv drama best actor award for role in #TheNightManager https://t.co/8F5cNtPBWh,0
#Politics used to b left out of #awardshows Now ppl watch to see political speeches &amp; yawn throughl awards given on the side! #GoldenGlobes,0
"RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story about realD https://t.co/89VW4OT1VN",0
"RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story about realD https://t.co/pdCH61Mof2",0
"RT RealAlexJones - RT libertytarian: Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phon https://t.co/nwfIfEDBdz",0
RT @nyuniversity: Another win for Tisch '06 alum @donaldglover! Big congrats on your Best Actor #GoldenGlobes award for @AtlantaFX!,0
RT @LeChateauStyle: Last night kicked off this years award season with the 2017 @goldenglobes. Here are our top 10 best dressed: https://t,0
The award for best performance of stupidity in real life goes to Ian Chappell. #GoldenGlobes #AUSvPAK #ICCAwards #ICC,0
"RT @HALcruises: After the #GoldenGlobes, we're wondering, what performance have u seen on a HAL #cruise that u think is award-worthy? RT &amp;",0
"RT @funder: Breaking Photos:#Trump was awarded $400,000 car via Joey no socks Cinque org 7 yrs ago #Trumpleaks #theresistance #goldenglobes",0
RT @VogueRunway: The Internet always has the best fun at an awards show. https://t.co/KkmLPcj0Ye #GoldenGlobes,0
RT @funder: Photo:Joey No Socks Cinque-w/#Trump on New Years-TWO YEARS AGO-given the same award #TrumpLeaks #theresistance #GoldenGlobes #,0
LOVE RED CARPET SEASON  #GoldenGlobes #Oscars #GRAMMYs #SAGawards,0
RT @MisterBroRo: Throwback to Lady Gaga accepting the award for Best Actress In A Limited Series Or TV Movie in 2016! #GoldenGlobeshttps:/,0
"Froth, glitter &amp; froufrou dresses; Hollywoods elite was all about escapism &amp; glamour at the first red carpet of awards season #GoldenGlobes",0
"RT @funder: Breaking Video:#Trump being 'awarded' $400,000 car from Joey no socks Cinque #Trumpleaks #TheResistance #goldenglobes #merylst",0
Donnie could only dream of getting 157 awards in anything. Hilarious! #trump #Meryl2020 #lol #goldenglobes https://t.co/ctL58gUJkg,0
#GoldenGlobes Omgomgomg and the award for Best Actor Comedy/Music goes to.......RYAN GOSLING in #LALALAND! ,0
RT @AztecJ: Rocky's Apollo Creed and #AztecForLife @TheCarlWeathers presenting the final award for best picure at #GoldenGlobes https://t.c,0
"RT @NetflixLifee: The Crown won the #GoldenGlobes award for Best Drama, but where's it rank on the best dramas on Netflix? https://t.co/QQL",0
@goldenglobes Billy Crystal was the first awards host to do similar opening sequence at the Oscars if I remember correctly.He was best!,0
"#goldenglobes Meryl Streep called for more FAKE News to hold Trump accountable,  in her lifetime achievement award speech. #BubbleWorld",0
My review on some of the looks from last night's #goldenglobes award https://t.co/w2s5WqNiYT https://t.co/8ANA6nLKI6,0
"Streep's #GoldenGlobes Exposed As FraudPhony award, phony outrage over phony story about @realDonaldTrumphttps://t.co/NIoTiTH86f",0
"RT @PopCrave: ""The People v. O.J. Simpson: American Crime Story"" just won the award for ""Best Television Limited Series or Motion Picture"".",0
RT @NYTFashion: Stars shined in metallics on the #GoldenGlobes red carpet. See more fashion from the awards show here: https://t.co/MH66MSz,0
@jimmyfallon VERY disappointed that #GoldenGlobes was politicized Wanted to watch awards &amp; not think about politics for awhile DISAPPOINTED!,0
"RT @monetstscroix: TW/ You have given an award to a confirmed r*pist. Sincerely, with all my heart, I hope your white mediocrity awards cho",0
@ACMawards @carrieunderwood @goldenglobes sorry that dress was hideous. Looked like frosting gone wrong. She's still beautiful,0
What did U think of last nite's #GoldenGlobes?#goldenglobes2017 #awardsseason #gg2017 #TheGlobes  #Awards @goldenglobes,0
RT @LanceUlanoff: Casey Affleck thanks Jeff Bezos for his best actor award. Wonder if this means Affleck will also get an Echo. #GoldenGlob,0
Oh Mandy!  #treschic #love #GoldenGlobes #styleaward #dress #fblogger #bestdressed #glam #stylegoals https://t.co/AFDqMcB7Ec,0
"RT @Hiddles_Page: Tom Hiddleston accepts the award for Best Actor in Limited Series at the #GoldenGlobes Awards. January 8, 2017#TheNightM",0
"RT @PageSix: The award for Best Actress in a TV Series, Musical or Comedy goes to Tracee Ellis Ross for #Blackish. #GoldenGlobes https://t.",0
"RT @stonecoledfox: Wish Trump called me ""overrated"". Probably means I have a cabinet crammed full of awards somewhere. #MerylStreep #Golden",0
"you would think that when being given a Lifetime achievement award, one would accept graciously. Guess not, good job Meryl #GoldenGlobes",0
VogueRunway The Internet always has the best fun at an awards show. https://t.co/QcDmsb1jHO #GoldenGlobes https://t.co/3aWKVJ8FkD,0
RT @OKMiddleEast: Viola Davis has taken home the best supporting actress award for Fences #goldenglobes #okgoesglobes,0
"@goldenglobes Of course, it's all about Streep's Trump speech instead of film. She ruined the awards for me! Congrats anyway #CaseyAffleck",0
"The Crown won the #GoldenGlobes award for Best Drama, but where's it rank on the best dramas on Netflix? https://t.co/QQLiIVuEfO",0
I accept this award on behalf of psychopathic billionaires everywhere! I salute you #HughLaurie #GoldenGlobes  https://t.co/bOsj8VDqyg,0
The Internet always has the best fun at an awards show. https://t.co/KkmLPcj0Ye #GoldenGlobes,0
RT @CourtneyBVance: Here we go! @goldenglobes get ready to hand the best dressed award to MY wife @ImAngelaBassett! #chainstillrockin https,0
"It won't surprise me one bit when Trump somehow awards himself the best actress Oscar this year. #MerylStreep, #GoldenGlobes",0
Crazily amazing! Best opening award ceremony I have ever seen: https://t.co/MGOloJ8hH6 #GoldenGlobes #JimmyFallon #JustinTimberlake,0
"RT @OTheoryFitness: Without further ado, the award for Best Members Ever goes to #Orangetheory NATION! (you like us! you really like us!)",0
"Viola Davis introducing Meryl's award is what some may call ""pure poetry"". #GoldenGlobes https://t.co/6W2wNQxDun",0
@goldenglobes I for one will never watch again. #politicizing an awards show is idiotic We know where #Hollwood and the Foreign Press stand,0
"Donald Trump awarded 'Best performance by a small, pathetic little man in a light entertainment drama' #GoldenGlobes",0
So glad the rest of the #GoldenGlobes awardees were so gracious.  #MerylStreep was just sore she didn't win for Bes https://t.co/tUNT86HVW5,0
RT @TheSWU: Felicity Jones and @diegoluna_ on stage at the @goldenglobes to present the award for best screenplay. #StarWars #RogueOne #Gol,0
Best thing I've seen on an awards show in ages #GoldenGlobes https://t.co/JaTmlVwoZz,0
"Hollywood, foreigners and the press are the most vilified segments of American society right now. https://t.co/gv9V6Iji1o #GoldenGlobes	Sally Anne Taylor	159309579	818572391483731969	2017-01-09 21:37:21
RT @huppert_films: #GoldenGlobes Isabelle Huppert, Best Actress in a Motion Picture - Drama #Elle https://t.co/ZvFDXUci0t	Mari Macias	103403890	818572378498338821	2017-01-09 21:37:18
nytimesarts: Who are you wearing? Thats so done, RyanSeacrest said on the #GoldenGlobes red carpet.  https://t.co/ihMmgfJWWa	Ali Ebrahimzadeh Esq	4173269233	818572363797241857	2017-01-09 21:37:14
RT @EW: Claire Foy wins Best Performance by an Actress in a TV Series, Drama for #TheCrown! #GoldenGlobes https://t.co/4eQCndrYF9	Yass	264835619	818572345526915074	2017-01-09 21:37:10
RT @TwitchyTeam: WATCH: Meryl Streep declares war on Donald Trump at the #GoldenGlobes https://t.co/l9rXehEnXR	Navigator	1952683669	818572339474374656	2017-01-09 21:37:08
@JDMorgan loved seeing u present at the #GoldenGlobes :) u were fantastic!!! And great to see u and #HilarieBurton! https://t.co/pInU3tX55H	blair_dena	299667169	818572331027202049	2017-01-09 21:37:06
RT @YNB: It was such a wonderful night! Thank you @GoldenGlobes dickclarkproductions Dress: @VinceCamuto https://t.co/PPeSMqMKm0	anace	1179800990	818572321199943680	2017-01-09 21:37:04
I hear Trump wants to change his hairdo- I believe an anagram of Meryl Streep is ReStylePerm..She's got into his head alright #Goldenglobes	Col Patterson 	1615356588	818572283014836224	2017-01-09 21:36:55
Yes, Trump. Please tell me about that time you were nominated for 409 awards and won 157 of them.  https://t.co/WHR7ubEClv #GoldenGlobes	Suzan Delibasic	1670095646	818572276622770176	2017-01-09 21:36:53
RT @RefuseFascism: WATCH Meryl Streep @ #GoldenGlobes calls on Hollywood to use their platform to call out Donald Trump https://t.co/DSdaPy	richard lewis	796890452209311748	818572250525765632	2017-01-09 21:36:47
RT @Variety: #LaLaLand wins best motion picture - musical or comedy https://t.co/DqdA0k8PVX #GoldenGlobes https://t.co/nvIVsIhZF2	It's all a movie	3301984734	818572247015124993	2017-01-09 21:36:46
RT @LynneMcCarthy: What a terrible broadcast of the #GoldenGlobes by @MNet   An ad-break in the middle of the best actor award speech, you	GeNiE	767332250	818572236852527105	2017-01-09 21:36:44
RT @NightManagerAMC: The @goldenglobes gives a nod to #TheNightManager himself @twhiddleston for Best Actor. Join us in congratulating him!	Caroline Mathis	810664684873510913	818572231869493252	2017-01-09 21:36:43
RT @people: Nominees' first #GoldenGlobes: The ultimate throwback photos https://t.co/nCuYVs3nRN https://t.co/K0l6PKJdKy	Debs	105040637	818572213079199746	2017-01-09 21:36:38
Who's watching #secton6? I'll be chatting all things #GoldenGlobes red carpet fashion with @AnaAlmeidaCTV https://t.co/GDH4VKQapm	Kayla Short	222643057	818572211070128129	2017-01-09 21:36:38
Oi, don't watch that ~&gt; fascists #cbliveWatch this ~&gt; liberals #goldenglobes	Rob	57820173	818572188597026816	2017-01-09 21:36:32
Who are you wearing? Thats so done, RyanSeacrest said on the #GoldenGlobes red carpet.  https://t.co/PAhwsiTugM	Renovation Loans NY	754782078819045376	818572170846670849	2017-01-09 21:36:28
@HollywoodInToto @goldenglobes Or Trump love.	Scott Sawitz	150017845	818572164123230208	2017-01-09 21:36:26
@d0r13g3r @goldenglobes Hollywood is beating a dead horse. The DNC lost. You're sad. We know. You hate Trump. We know. Nobody cares.	Nicole	4828529533	818572158888775682	2017-01-09 21:36:25
Best dressed @goldenglobes: @kerrywashington @donaldglover @evanrachelwood 	Nadine Cann-Burke	58350177	818572150449836032	2017-01-09 21:36:23
Meryl Streep goes after Donald Trump in powerful #GoldenGlobes speech https://t.co/SdPDepZbV9 via @HuffPostEnt	AskCharlita_LA	769746115793039360	818572129750818816	2017-01-09 21:36:18
Michael Keaton remembers Carrie Fisher on #GoldenGlobes carpet - watch the tribute to Carrie &amp; Debbie here https://t.co/mfsUYxsk1F	 	2493960362	818572104169820161	2017-01-09 21:36:12
Despite what Meryl Streep thinks, mixed martial arts is full of 'outsiders and foreigners' #GoldenGlobes #MMA #Art https://t.co/WjCkFWu5hR	Andrew Kwast	343112578	818572097244917761	2017-01-09 21:36:10
RT @peoplestyle: The best #GoldenGlobes after-party outfit transformations you need to see https://t.co/5KrpqfYPgN https://t.co/rHwsmSe5fl	TheFashionBrandGuru	2586121436	818572097026924546	2017-01-09 21:36:10
Michael Keaton remembers Carrie Fisher on #GoldenGlobes carpet - watch the tribute to Carrie &amp; Debbie here https://t.co/lKraLZYh3C	ET Canada	26020465	818572087413633024	2017-01-09 21:36:08
my friend updated my account with the tweets from #GoldenGlobes i hope you liked it! Now i'm back 	eddie redmayne	4725211655	818572086591586304	2017-01-09 21:36:08
RT @LGBT_Activist: Ooooohhhhh Saturday Night Live is going to be good this weekend! #MerylStreep #GoldenGlobes #Trump #SNL @AlecBaldwin htt	Daniel Maxwell EdD	49977903	818572086558019584	2017-01-09 21:36:08
#GoldenGlobes watch Meryl streep	Kristina Hagman	545815401	818572083726729217	2017-01-09 21:36:07
RT @voguemagazine: Winona Ryder is wearing @Viktor_and_Rolf on the red carpet at the #GoldenGlobes. See all the looks: https://t.co/uXmLzBs	snap: oqshaay	253238389	818572077607374848	2017-01-09 21:36:06
Who are you wearing? Thats so done, @RyanSeacrest said on the #GoldenGlobes red carpet. https://t.co/zPFjEKXxjj https://t.co/5bGKnXFx4A	New York Times Arts	1440641	818572075455619072	2017-01-09 21:36:05
RT @BazaarUK: Blake Lively and Ryan Reynolds made for one of the most loved-up couples on tonight's #GoldenGlobes red carpet... https://t.c	Meredith Korns	789913676014718976	818572064458207242	2017-01-09 21:36:03
@FallonTonight #MerylStreep #GoldenGlobes @realdonaldtrump @thehill Hollywood A-listers unleash a torrent of hateful remarks at Trump voters	SMR	62619006	818572064055390209	2017-01-09 21:36:03
How is it that celebrities are  blaming #trump for the problems we face after 8 years of Obama?  #GoldenGlobes	Shane Prentice	813766114748473344	818572057885569025	2017-01-09 21:36:01
Watch live! HFPA Presents: Globes Red Carpet Live Replay"" #GoldenGlobes https://t.co/G2vJVzBeAh",0
RT @Fandango: Congrats to @RyanGosling on taking home the award for Best Actor in a Comedy or Musical for #LaLaLand. #GoldenGlobes https://,0
Many myopic at awards show! If not boutique cause then ignored! Glad I don't watch award shows! #GoldenGlobes,0
Last night kicked off this years award season with the 2017 @goldenglobes. Here are our top 10 best dressed: https://t.co/mzF4iMaiVQ,0
RT @LionsgateUK: What a start to the #GoldenGlobes! Watch @JimmyFallon's INCREDIBLE #LaLaLand opening to last night's awards now! https:,0
What a lovely night! #LALALAND takes home the #GoldenGlobes award for Best Picture... https://t.co/i8VS0VhYpz by #shrobyn via @c0nvey,0
RT @ErikDavis: Best GIF from an awards show this year goes to Ryan Reynolds and Andrew Garfield kissing as Ryan Gosling accepts Best Actor,0
@goldenglobes what a ridiculous lame awards show.  lol  do people even watch these things?,0
Thank you @CTV_Television for having all the awards shows and able to watch them live and the next day!!! #GoldenGlobes,0
@IngrahamAngle We never watch Hollywood awards shows because John Wayne will always be best actor in my eyes! #GoldenGlobes,0
RT @TheBenBegley: If Meryl Streep talking politics at an awards show offends you but Donald Trump's ACTUAL politics DON'T there's a real pr,0
"#LaLaLand set the record at last night's #GoldenGlobes with 7 total awards, including Best Picture Comedy or Musica https://t.co/FiHwfQahBy",0
What a lovely night! #LALALAND takes home the #GoldenGlobes award for Best... https://t.co/iZVJed9e1d by #eOnefilms via @c0nvey,0
RT @French_Gov: #GoldenGlobesCongratulations to Isabelle Huppert who won the award for Best Actress in a Drama for her performance in 'Ell,0
#GoldenGlobes trump called #merylstreep overrated in a tweet tantrum. Here are all her Imdb awards together! trump https://t.co/IXx45cMth0,0
RT @filmonafarm: We can't wait to see #LaLaLand which scooped up a record 7 #GoldenGlobes awards including Best Motion Picture -Musical or,0
